kode,kategori_asli,kategori,uraian,satuan,harga_satuan,tahun,kota,sumber
1.1.12.01.01.0001,Dan Konstruksi,material_umum,"Water Meter, 2""",Buah,1590300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,"Water Meter, 3""",Buah,2687100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,"Water Meter, 4""",Buah,3016100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,"Water Meter, 6""",Buah,3948300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,"Water Mur 1/2""",Buah,13400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,"Water mur PVC 1""",Buah,28600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Water stop rubber 200 mm,M,88600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Water stop rubber 250 mm,M,107000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Water stop rubber 320 mm,M,241800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Waterdrain,Buah,148800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Waterpass,Hari,107000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Waterproofing Acrylic Base,Kg,64200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Waterproofing Cristalin,Kg,87200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Waterproofing Membran Bakar,M2,58900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Waterproofing Semen Base,Kg,17100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Waterstop Lebar 150mm,M,77700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Waterstop Lebar 200mm,M,110200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Waterstop Lebar 230 - 320mm,M,203700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Window Casement,Buah,104200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Wiring Management dan Aksesoris,Unit,273700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,WLC dan Pengkabelan + Material Bantu,Buah,265400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Wood Filler,Kg,59300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Wood filler ( uk. 1 28 ),Kg,93200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Wood Stain,Kg,108700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Wood stain ( uk. 1 28 ),Kg,175500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Woodstain,Kg,99500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Zat Aditif,Kg,51400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Zet Whoser,Buah,153000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Zinc Calume,Lembar,436600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Baja Profil,Kg,19200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Baja Ringan 75.100 Tebal 1mm,M,153500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Baja Ringan Canai Dingin C75,Batang,153000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Baja Ringan Canai Dingin C75,Kg,204000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Baja Strip 0.2x2cm,Kg,18200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Baja Strip 0.2x2cm,M,18200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Baja Tulangan,Kg,14100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Baja Tulangan Polos (BjTP),Kg,15500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Baja Tulangan Sirip (BjTS),Kg,17100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Kaso Baja Ringan C75 Tebal 0.75mm,M1,15000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Polos U 24,Kg,15400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Polos U-30 - 32,Kg,15100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Reng Baja Ringan R.32 Tebal 0.45mm,M1,12000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Ringan 0.65,Batang,96800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Ringan 0.7,Batang,120700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Ringan 0.75,Batang,109700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Ringan 1,Batang,153500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Teralis ( Teralis Jendela 150x40 Cm ),Unit,383900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,"Tulangan U-24, Polos",Kg,13200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Tulangan U30 Ulir,Kg,15900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Tulangan U32 Ulir,Kg,19200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,"Tulangan U-32, Polos",Kg,12600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Tulangan U35 Ulir,Kg,15500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Tulangan U39,Kg,13800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Tulangan U39 Ulir,Kg,13800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Tulangan U40 Ulir,Kg,15500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Tulangan U42 Ulir,Kg,13900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Baja,struktur,Tulangan U48 Ulir,Kg,13300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Abu Batu,M3,362000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Abu Batu (Screening),M3,391700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Aggregat Penutup,Kg,47900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Agregat Halus LPA,M3,378400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Agregat Kasar,M3,416800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Agregat Kasar Uk. 38mm,Kg,300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Agregat Kasar Uk. 38mm,M3,416800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Agregat Kelas C,M3,145400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Agregat Kelas S,M3,288900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Agregat Pecah Mesin 5-10 & 10-20 mm,M3,398100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Agregat Pengunci,M3,62500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Agregat Pokok,M3,416800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Base Course B,M3,142600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Bata Beton Ringan Hebel,M3,852100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,"Bata Ekspose Halus (Uk.24x6x1,5 Cm )",Buah,2200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,"Bata Ekspose Halus (Uk.24x7x1,5 Cm )",Buah,3300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,"Bata Ekspose Rata Kasar (Uk.24x6x1,5 Cm )",Buah,2500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,"Bata Ekspose Rata Kasar (Uk.24x7x1,5 Cm )",Buah,2800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Bata Merah,Buah,1000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Bata Merah,M3,963000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Bata Merah Bakar Kelas I,Buah,1000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Bata Merah Bakar Kelas II,Buah,900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Bata merah berongga,Buah,12100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Bata Pelapis,Buah,1900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Bata Ringan Tebal 10cm,Buah,12100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Bata Ringan Tebal 20cm,Buah,11000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Bata Ringan Tebal 7.5cm,Buah,8800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Bata ringan uk.60x20x10,Buah,12100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Bata ringan uk.60x20x15,Buah,11000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,"Bata ringan uk.60x20x7,5",Buah,8800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Bata Rooster,Buah,2800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Batako,Buah,2100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Batu Belah,M3,411300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Batu belah pondasi,M3,411300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Batu Grafir Motif Daun Kina,Buah,330600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Batu Gurinda,Buah,43900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Batu Kerikil Uk. 2-3cm,M3,389000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Batu Paras,M2,735600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,"Batu Pecah - 0,5 - 1 Cm",M3,312500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Batu Pecah - 1 - 2 Cm,M3,395400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Batu Pecah - 10 - 15 Cm,M3,344400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Batu Pecah - 15 - 20 Cm,M3,329000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Batu Pecah - 2 - 3 Cm,M3,411300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Batu Pecah - 3 - 5 Cm,M3,318100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Batu Pecah - 5 - 7 Cm,M3,209500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Batu Pecah - 7 - 10 Cm,M3,301600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Batu Pecah - Koral 1/2,M3,449000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Batu Pecah - Koral 2/3,M3,301600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Batu Pecah - Koral 3/5,M3,329000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Batu tempel,M2,120700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Batu Tempel Hitam,M2,120700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Batu Uk. 12 - 25cm,M3,465000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Kerikil,M3,301600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Kerikil (Maks 19mm),Kg,300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Kerikil (Maks 19mm),M3,301600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Kerikil (Maks 30mm),Kg,400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Kerikil (Maks 30mm),M3,377000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Makadam (Batu Pecah),M3,318100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Material Agregat Kelas A,M3,360400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Material Agregat Kelas B,M3,230900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Material Lpa - Material Lpa Klas A,M3,628500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Material Lpa - Material Lpa Klas B,M3,316500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Material Lpa - Material Lpa Klas C,M3,570300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Batu,pasangan,Material Lpb - Material Lpb Klas B,M3,438700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Angkur,Kg,30000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Angkur Baja Full Drat ASTM 307 Ø 10mm Panjang 35cm,Buah,23000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Angkur Baja Full Drat ASTM 307 Ø 10mm Panjang 65cm,Buah,43500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi Angker Diameter 8,Kg,53500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi Angkur,Kg,19200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi Angkur Dia=16mm Pjg=50cm,Buah,91000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi Baja Profil Siku,Kg,19200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi baja WF Ex. Dalam Negeri,Kg,17500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi Hollow,Batang,137100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi Hollow 30x60mm,M1,30000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi Hollow 50x50x3mm,Kg,448200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi Holo (4 x 4 x 600),Batang,169900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi Kanal CNP / Lip Chanel,Kg,17100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi Kotak/Nako (1/1 x 400),Batang,22500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,"Besi Plat (0,6 x 10 x 10)",Lembar,17000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,"Besi Plat (0,6 x 10 x 15)",Lembar,20300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,"Besi Plat (0,6 x 10 x 5)",Lembar,12100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi Plat rata2 - KS,Kg,14200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi Siku,Batang,162300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi Siku 40.40,M,14100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi Siku 40.40.4,Kg,35900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi Siku L 30.30.3,Kg,28900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi Siku L 40.40.4,Kg,35900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi Strip,M,39500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi Strip,Kg,180400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,"Besi Strip (0,2 x 2,5 x 400)",Batang,39500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi Strip Tebal 5mm,Kg,42800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Besi Tempa,M2,314200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wf 150 X 75 X 5 X 7 Mm,Kg,17000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,"Wf 200 X 100 X 5,5 X 8 Mm",Kg,18100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wf 250 X 125 X 6 X 9 Mm,Kg,18700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,"Wf 300 X 150 X 6,5 X 9 Mm",Kg,19800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wf 400 X 200 X 8 X 13 Mm,Kg,21500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wf 500 X 200 X 10 X 16 Mm,Kg,21700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wf 600 X 200 X 11 X 17 Mm,Kg,23300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wf 700 X 300 X 13 X 24 Mm,Kg,33100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wf 800 X 300 X 14 X 26 Mm,Kg,33100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wf 900 X 300 X 16 X 28 Mm,Kg,33100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh - Polos,Kg,12600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh (540x210) - Wiremesh 10,Lembar,1042000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh (540x210) - Wiremesh 6,Lembar,395400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh (540x210) - Wiremesh 8,Lembar,642100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh M10,Kg,18000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh M6,Kg,13400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh M7,Kg,14500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh M8,Kg,15600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh M9,Kg,16700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh Polos M10,Lembar,1420300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh Polos M4,Lembar,289500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh Polos M5,Lembar,263300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh Polos M6,Lembar,469200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh Polos M7,Lembar,451900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh Polos M8a,Lembar,510800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh Polos M8b,Lembar,567800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh Polos M8c,Lembar,538200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh Ulir,Kg,13800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh Ulir M10,Lembar,981600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh Ulir M12,Lembar,1908300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh Ulir M5,Lembar,343300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh Ulir M6,Lembar,469200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh Ulir M7,Lembar,488500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh Ulir M8,Lembar,712900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi,struktur,Wiremesh Ulir M9,Lembar,1074800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi Beton,lainnya,Polos Diameter 10 mm,Batang,82300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi Beton,lainnya,Polos Diameter 12 mm,Batang,128400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi Beton,lainnya,Polos Diameter 16 mm,Batang,276400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi Beton,lainnya,Polos Diameter 19 mm,Batang,389400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Besi Beton,lainnya,Polos Diameter 22 mm,Batang,470700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
