kode,kategori_asli,kategori,uraian,satuan,harga_satuan,tahun,kota,sumber
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Joint Sealant,Kg,28900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Joint Sealent,Kg,43900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,220000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,218000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,215000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,213000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,222000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,215000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,374000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,365000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,377400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,378000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,375000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,476500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,475500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,476600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,477000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,475000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,547000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,560000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,555000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,525000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,545000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,672000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,658000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,670000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,663000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,645000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,746000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,753000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,743000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,735000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,739000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,220000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,218000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,215000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,213000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,222000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,215000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,374000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,365000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,377400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,378000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,375000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,476500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,475500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,476600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,477000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,475000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,547000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,560000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,555000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,525000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,545000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,672000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,658000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,670000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,663000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,645000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,746000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,753000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,743000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,735000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,,Unit,739000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kait Angin,Buah,29400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kait angin kuningan,Buah,29900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kalsiboard 120x240 cm 4 mm,Lembar,96000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kanopi Bahan Holo,Set,5897700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kanstin Uk. 10x20x40cm Beton f'c 20 MPa,Buah,23000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kanstin Uk. 15x40x60cm Beton f'c 25 MPa,Buah,97400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kapur,Kg,4200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kapur,M3,275100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kapur Padam,Kg,1100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kapur Padam,M3,107000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Karet,M,28200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kayu Bakar,Kg,20000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,keran 1/2 Stenles -,Buah,323600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Keran Air,Buah,54800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kitchenzink−Hwaco 1L,Unit,275500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,"Klem pipa besi 3/4""",Buah,2800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,"Klep diameter 3/4""−ex. Onda",Buah,67400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,"Kloset duduk porselen INA, standard lengkap, warna tua",Unit,1451000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,"Kloset duduk porselen TOTO, warna standard lengkap",Unit,2350400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kloset duduk− sedang,Unit,2692500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,"Kloset jongkok porselen, warna",Unit,468700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kloset Jongkok− setara TOTO,Unit,380100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kloset jongkok standar putih porselen,Unit,230400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Koas,Buah,27400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kolom Beton Pracetak,Batang,513600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kran Air Dia. ½ Inch,Buah,25000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kran Air Dia. ¾ Inch,Buah,35000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kran air sederhana,Unit,30400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kran Angsa,Buah,158400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kran dinding−stainless,Unit,195300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kran zink sederhana,Unit,198100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kran zink−T 30 AR13NV7N ex. Toto,Buah,530800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,KranAir,Buah,31200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kuas,Buah,35600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kuas 1 Inci,Buah,9100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kuas 4 Inchi,Buah,35600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kuas Roll,Buah,71300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kunci Lemari,Set,247200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kunci Momen,Hari,30000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kunci selot,Buah,47200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kunci Silinder,Buah,206600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kunci silinder pintu aluminium,Set,258800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kunci Slot,Buah,15000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kunci Tanam Antik,Buah,47000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kunci Tanam Biasa,Buah,172200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kunci Tanam KM,Buah,394800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kunci tanam pintu KM,Set,394800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kunci tanam pintu kw 1,Set,467300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kunci tanam pintu sedang,Set,383900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kunci tanam pintu sederhana,Set,172200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kusen Aluminium 3 Inch,M,213900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kusen Aluminium 4 Inch,M,235800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Kusen Bovenlight lengkap dengan Aksesoris,Buah,765000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Lantai UPVC Decking,M2,794500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Las Dop,Buah,1200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Las -elektroda,Ls,106400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Las -elektroda - baut,Ls,224900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Lem Epoxy,Kg,112400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Lem Karet,Kg,39900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Lem Kayu,Kg,41100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Lem Kayu−,Kg,41100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Lem Pipa,Kg,185300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Lem PVC,Kg,75600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,List Gypsum,M,11600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,List profil cornice gypsum lebar 5-10 cm,M,16500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,List profil cornice gypsum lebar sampai 5 cm,M,11000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,List profil cornice gypsum lebih dari 10 cm,M,17500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Listplank Kalsiboard/ GRC 8mm - 20 cm,M,36600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Logo PU Akrilik Uk. 40x40cm,Buah,230000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Lolos Screen - Lolos Screen1 Ukuran ( 0 - 5),M3,234200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Lolos Screen - Lolos Screen2 Ukuran ( 0 - 5),M3,279800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,"Lolos Screen - Lolos Screen2 Ukuran ( 5 - 9,5)",M3,259900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,"Lolos Screen - Lolos Screen2 Ukuran ( 9.5 - 19,0)",M3,244000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Lolos Screen 2 Uk. (0-5),M3,181700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Lolos Screen 2 Uk. (9.5-19.0),M3,144100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Marmer,M2,658100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Marmer Graphir Uk. 10x10cm,Buah,64700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Marmer Graphir Uk. 12x12cm,Buah,176600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Marmer nama jembatan,Buah,383900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Marmer Uk. 100x100cm,Buah,658100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Material Bantu Pembumian Sistem Elektrikal,Lot,21400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Material Insulasi Foam,M2,51400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Material Organik,M3,2568000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Matras Tipe I Termasuk Angkur/Penguat Matras,M2,5780100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Matras Tipe II Termasuk Angkur/Penguat Matras,M2,6936200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Matras Tipe III Termasuk Angkur/Penguat Matras,M2,8092200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,MCV Set dia. 100 mm dan Aksesoris,Unit,18991400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,MCV Set dia. 150 mm dan Aksesoris,Unit,24550100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,MCV Set dia. 80 mm dan Aksesoris,Unit,17832600,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,MDF 2 x 10 P Air dan Aksesoris,Unit,1194100,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,MDF 2 x 8 P Air dan Aksesoris,Unit,465500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,MDF-SS dan Aksesoris,Unit,1551500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,MDP Floor Standing Termasuk Material Bantu/Aksesoris,Unit,6206000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,MDP Wall Mounted Termasuk Material Bantu/Aksesoris,Unit,8025000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Media Bakteri,Pak,152200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Media Bakteri,M3,1653200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Melamik,Kg,111900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Melamine ( uk. 3 mm ),Lembar,159000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Minyak Bekisting,Liter,37900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Minyak Pelebur (Soda Api),Kaleng,65800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Modular Tank Perkuatan 4,M3,2434300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Mortar Perekat Bata Ringan,Kg,4900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Mortar Siap Pakai,Kg,42800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Mortar Skimcoat,Kg,3500,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Mu Water Woping,Liter,219900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Mulsa,Kg,31800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Multi Tripblok 2cm,Lembar,427800,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Mur - ulir besi brasing-trekstang,Ls,24200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Nok Asbes,Pasang,50300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Nok Genteng Aspal,Buah,26400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Nok Genteng Beton,Buah,7900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Nok Genteng Keramik Glasur−4 bh/m,Buah,27400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Nok Genteng Keramik−4 bh/m,Buah,27400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Nok genteng metal,M,21900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Nok Genteng Metal Panjang 100cm,Buah,20300,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,"Nok Genteng Palentong Natural,",Buah,7700,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Nok Genteng Palentong Super / Besar Natural,Buah,11200,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Nok paten,Lembar,38400,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Nok Paten 105cm,Lembar,106900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Nok Paten 108cm,Lembar,119000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Nok Paten 92cm,Lembar,93000,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
1.1.12.01.01.0001,Dan Konstruksi,material_umum,Nok Setel Rata 105cm,Lembar,418900,2026,Kabupaten Bandung,Perbup No.55 Tahun 2025
